Station Name,LID,Modes of Transports
"Bivels, Bei der Kiirch","A=1@O=Bivels, Bei der Kiirch@X=6192920@Y=49959403@U=82@L=130101002@",32
"Bivels, Op der Millen","A=1@O=Bivels, Op der Millen@X=6195986@Y=49950261@U=82@L=130101001@",32
"Vianden, Aale Moart","A=1@O=Vianden, Aale Moart@X=6203914@Y=49937945@U=82@L=130301002@",32
Findel,A=1@O=Findel@X=6204588@Y=49629166@U=82@L=200602001@,32
"Sandweiler, Kontrollstatioun","A=1@O=Sandweiler, Kontrollstatioun@X=6209416@Y=49615727@U=82@L=200601006@",32
"Senningerberg, Lou Hemmer","A=1@O=Senningerberg, Lou Hemmer@X=6210458@Y=49633013@U=82@L=200508012@",32
"Sandweiler-Contern, Gare","A=1@O=Sandweiler-Contern, Gare@X=6211771@Y=49599097@U=82@L=200601016@",4
"Sandweiler, Am Eck","A=1@O=Sandweiler, Am Eck@X=6212184@Y=49613210@U=82@L=200601001@",32
"Sandweiler-Contern, Gare routière","A=1@O=Sandweiler-Contern, Gare routière@X=6212508@Y=49599654@U=82@L=200601013@",32
"Sandweiler, Kapellebierg","A=1@O=Sandweiler, Kapellebierg@X=6213416@Y=49617174@U=82@L=200601014@",32
"Contern, Weiergewan","A=1@O=Contern, Weiergewan@X=6213847@Y=49596337@U=82@L=200201007@",32
"Syren, Troudelermillen","A=1@O=Syren, Troudelermillen@X=6214917@Y=49565109@U=82@L=201102003@",32
"Contern, Kuehne & Nagel","A=1@O=Contern, Kuehne *26 Nagel@X=6215420@Y=49596823@U=82@L=200201005@",32
Aéroport Luxembourg/Findel,A=1@O=Aéroport Luxembourg/Findel@X=6215609@Y=49634856@U=82@L=200501001@,32
"Sandweiler, Hiel","A=1@O=Sandweiler, Hiel@X=6215852@Y=49617004@U=82@L=200601004@",32
"Sandweiler, rue d'Itzig","A=1@O=Sandweiler, rue d'Itzig@X=6215915@Y=49614684@U=82@L=200601012@",32
"Contern, Rond Point Z.I.","A=1@O=Contern, Rond Point Z.I.@X=6215978@Y=49593605@U=82@L=200201008@",32
"Senningerberg, Héienhaff","A=1@O=Senningerberg, Héienhaff@X=6217227@Y=49641598@U=82@L=200508016@",32
Findel - Luxembourg Airport,A=1@O=Findel - Luxembourg Airport@X=6217443@Y=49635449@U=82@L=200501006@,256
"Senningerberg, Héienhaff P+R","A=1@O=Senningerberg, Héienhaff P+R@X=6218333@Y=49641607@U=82@L=200508005@",256
"Senningerberg, Parishaff","A=1@O=Senningerberg, Parishaff@X=6218998@Y=49638254@U=82@L=200508015@",32
"Sandweiler, Kiirch","A=1@O=Sandweiler, Kiirch@X=6219151@Y=49616311@U=82@L=200601005@",32
"Syren, Nidderbaach","A=1@O=Syren, Nidderbaach@X=6219924@Y=49565316@U=82@L=201102002@",32
"Syren, Rue de Hassel","A=1@O=Syren, Rue de Hassel@X=6220445@Y=49561244@U=82@L=201102004@",32
"Senningerberg, Laangschib","A=1@O=Senningerberg, Laangschib@X=6220895@Y=49644421@U=82@L=200508007@",32
"Senningerberg, Rue du Golf","A=1@O=Senningerberg, Rue du Golf@X=6221299@Y=49645095@U=82@L=200508011@",32
"Sandweiler, Schiltzperdgen","A=1@O=Sandweiler, Schiltzperdgen@X=6221803@Y=49615718@U=82@L=200601010@",32
"Syren, Klappsbréck","A=1@O=Syren, Klappsbréck@X=6221956@Y=49562933@U=82@L=201102001@",32
"Contern, Paul Rischard","A=1@O=Contern, Paul Rischard@X=6221983@Y=49601398@U=82@L=200201010@",32
"Contern, Ieselslach","A=1@O=Contern, Ieselslach@X=6222189@Y=49594863@U=82@L=200201011@",32
"Contern, I.E.E.","A=1@O=Contern, I.E.E.@X=6222297@Y=49593506@U=82@L=200201002@",32
"Sandweiler, Apdikt","A=1@O=Sandweiler, Apdikt@X=6222855@Y=49615260@U=82@L=200601002@",32
"Contern, Birewee","A=1@O=Contern, Birewee@X=6223394@Y=49586494@U=82@L=200201001@",32
"Senningerberg, Mënsterbësch","A=1@O=Senningerberg, Mënsterbësch@X=6224787@Y=49645580@U=82@L=200508008@",32
"Contern, Läiteschbaach","A=1@O=Contern, Läiteschbaach@X=6224805@Y=49599241@U=82@L=200201009@",32
"Contern, Kräizgaass","A=1@O=Contern, Kräizgaass@X=6225569@Y=49584759@U=82@L=200201004@",32
"Senningerberg, Charlys Statioun","A=1@O=Senningerberg, Charlys Statioun@X=6226091@Y=49649994@U=82@L=200508003@",32
"Senningerberg, Kapell","A=1@O=Senningerberg, Kapell@X=6226621@Y=49650174@U=82@L=200508006@",32
"Sandweiler, Koschterjanshaff","A=1@O=Sandweiler, Koschterjanshaff@X=6226738@Y=49613165@U=82@L=200601007@",32
"Contern, Kiircheplaz","A=1@O=Contern, Kiircheplaz@X=6227619@Y=49585263@U=82@L=200201003@",32
"Senningerberg, Gromscheed","A=1@O=Senningerberg, Gromscheed@X=6230891@Y=49651639@U=82@L=200508004@",32
"Contern, Millewee","A=1@O=Contern, Millewee@X=6231179@Y=49586908@U=82@L=200201006@",32
"Neuhaeusgen, Ennescht Neihaischen","A=1@O=Neuhaeusgen, Ennescht Neihaischen@X=6231610@Y=49623044@U=82@L=200702001@",32
"Findel, Cargo Center","A=1@O=Findel, Cargo Center@X=6232239@Y=49638281@U=82@L=200501003@",32
"Neuhaeusgen, Kiischtewee","A=1@O=Neuhaeusgen, Kiischtewee@X=6234559@Y=49623593@U=82@L=200702003@",32
"Senningerberg, Rue des Résidences","A=1@O=Senningerberg, Rue des Résidences@X=6234783@Y=49649814@U=82@L=200508010@",32
"Senningerberg, Rue des Pins","A=1@O=Senningerberg, Rue des Pins@X=6237885@Y=49648187@U=82@L=200508009@",32
"Senningen, Duerfplaz","A=1@O=Senningen, Duerfplaz@X=6238846@Y=49645931@U=82@L=200507001@",32
"Hostert, Betzberg","A=1@O=Hostert, Betzberg@X=6239269@Y=49652808@U=82@L=200503011@",32
"Senningerberg, Martinus","A=1@O=Senningerberg, Martinus@X=6240887@Y=49649257@U=82@L=200508014@",32
"Oetrange, Prisong","A=1@O=Oetrange, Prisong@X=6241705@Y=49607583@U=82@L=200204004@",32
"Neuhaeusgen, Iewescht Neihaischen","A=1@O=Neuhaeusgen, Iewescht Neihaischen@X=6242802@Y=49622685@U=82@L=200702002@",32
"Senningen, Um Kiem","A=1@O=Senningen, Um Kiem@X=6243017@Y=49649104@U=82@L=200507003@",32
Milbech,A=1@O=Milbech@X=6245876@Y=49587825@U=82@L=200205001@,32
"Senningen, Kierch","A=1@O=Senningen, Kierch@X=6247251@Y=49649751@U=82@L=200507002@",32
Medingen,A=1@O=Medingen@X=6248914@Y=49575204@U=82@L=200202002@,32
"Moutfort, Bombasch","A=1@O=Moutfort, Bombasch@X=6250191@Y=49594746@U=82@L=200203001@",32
"Moutfort, Juxgaass","A=1@O=Moutfort, Juxgaass@X=6251584@Y=49587995@U=82@L=200203002@",32
"Niederanven, Routscheed","A=1@O=Niederanven, Routscheed@X=6252321@Y=49650488@U=82@L=200504006@",32
"Medingen, Aire de virage","A=1@O=Medingen, Aire de virage@X=6253058@Y=49573640@U=82@L=200202001@",32
"Niederanven, Laach","A=1@O=Niederanven, Laach@X=6254721@Y=49651531@U=82@L=200504002@",32
"Moutfort, Syrbréck","A=1@O=Moutfort, Syrbréck@X=6255593@Y=49587276@U=82@L=200203005@",32
"Schrassig, Schlassgewan","A=1@O=Schrassig, Schlassgewan@X=6255881@Y=49614532@U=82@L=200704002@",32
"Niederanven, Minsbecherstrooss","A=1@O=Niederanven, Minsbecherstrooss@X=6256798@Y=49651217@U=82@L=200504004@",32
"Oetrange, Trengen Knapp","A=1@O=Oetrange, Trengen Knapp@X=6256879@Y=49599726@U=82@L=200204006@",32
"Oetrange, Gare","A=1@O=Oetrange, Gare@X=6258335@Y=49602594@U=82@L=200204007@",4
"Schrassig, Bastenhaff","A=1@O=Schrassig, Bastenhaff@X=6258596@Y=49609704@U=82@L=200704001@",32
"Moutfort, Kapell","A=1@O=Moutfort, Kapell@X=6258605@Y=49587906@U=82@L=200203003@",32
"Schrassig, Schwaarz Kaz","A=1@O=Schrassig, Schwaarz Kaz@X=6259009@Y=49613048@U=82@L=200704003@",32
"Oetrange, Gare routière","A=1@O=Oetrange, Gare routière@X=6259054@Y=49602612@U=82@L=200204001@",32
"Niederanven, Millen","A=1@O=Niederanven, Millen@X=6259845@Y=49649122@U=82@L=200504003@",32
"Oetrange, Kurzebierg","A=1@O=Oetrange, Kurzebierg@X=6260142@Y=49594854@U=82@L=200204002@",32
"Oetrange, Éiter","A=1@O=Oetrange, Éiter@X=6260340@Y=49601389@U=82@L=200204003@",32
"Munsbach, Schlass Minsbech","A=1@O=Munsbach, Schlass Minsbech@X=6260852@Y=49631225@U=82@L=200701007@",32
"Moutfort, Kiem","A=1@O=Moutfort, Kiem@X=6261248@Y=49585874@U=82@L=200203004@",32
"Niederanven, Geisfeld","A=1@O=Niederanven, Geisfeld@X=6262021@Y=49652942@U=82@L=200504001@",32
"Schuttrange, Um Grousbuer","A=1@O=Schuttrange, Um Grousbuer@X=6262398@Y=49618028@U=82@L=200705007@",32
"Niederanven, Jacques Lamort","A=1@O=Niederanven, Jacques Lamort@X=6263836@Y=49643036@U=82@L=200504010@",32
"Niederanven, Bombicht","A=1@O=Niederanven, Bombicht@X=6264583@Y=49643827@U=82@L=200703004@",32
"Schuttrange, Kreizung","A=1@O=Schuttrange, Kreizung@X=6266093@Y=49621031@U=82@L=200705005@",32
"Munsbach, Minsber Baach","A=1@O=Munsbach, Minsber Baach@X=6267001@Y=49633921@U=82@L=200701003@",32
"Munsbach, Kulturzentrum","A=1@O=Munsbach, Kulturzentrum@X=6267783@Y=49630416@U=82@L=200701002@",32
"Schuttrange, Kiercheplaz","A=1@O=Schuttrange, Kiercheplaz@X=6267801@Y=49623710@U=82@L=200705004@",32
"Oetrange, Staefeld","A=1@O=Oetrange, Staefeld@X=6267855@Y=49602648@U=82@L=200204005@",32
"Niederanven, P.A.S. Aalbaach","A=1@O=Niederanven, P.A.S. Aalbaach@X=6267873@Y=49644340@U=82@L=200703001@",32
"Munsbach, Parc d'Activité Syrdall","A=1@O=Munsbach, Parc d'Activité Syrdall@X=6268034@Y=49638353@U=82@L=200701005@",32
"Munsbach, Gare","A=1@O=Munsbach, Gare@X=6268484@Y=49630559@U=82@L=200701001@",4
"Munsbach, Gare routière","A=1@O=Munsbach, Gare routière@X=6269068@Y=49630766@U=82@L=200701004@",32
"Schuttrange, Kanecherstrooss","A=1@O=Schuttrange, Kanecherstrooss@X=6270246@Y=49619619@U=82@L=200705003@",32
"Munsbach, Stackint","A=1@O=Munsbach, Stackint@X=6270443@Y=49638892@U=82@L=200703005@",32
Koedange,A=1@O=Koedange@X=6209083@Y=49733998@U=82@L=160405002@,32
"Bourglinster, Buchholz","A=1@O=Bourglinster, Buchholz@X=6212014@Y=49704010@U=82@L=180504003@",32
"Bourglinster, Am Brill","A=1@O=Bourglinster, Am Brill@X=6217452@Y=49707084@U=82@L=180504001@",32
"Bourglinster, Am Duerf","A=1@O=Bourglinster, Am Duerf@X=6217713@Y=49703399@U=82@L=180504002@",32
"Altlinster, Altlinster","A=1@O=Altlinster, Altlinster@X=6218117@Y=49722123@U=82@L=180501001@",32
"Senningerberg, Breedewues","A=1@O=Senningerberg, Breedewues@X=6224581@Y=49655145@U=82@L=200508002@",32
"Hostert, Stade Jos Becker","A=1@O=Hostert, Stade Jos Becker@X=6228086@Y=49658525@U=82@L=200503013@",32
"Godbrange, Op der Haerdchen","A=1@O=Godbrange, Op der Haerdchen@X=6228805@Y=49733648@U=82@L=180507008@",32
"Rameldange, Am Duerf","A=1@O=Rameldange, Am Duerf@X=6228850@Y=49662390@U=82@L=200506001@",32
"Rameldange, Op der Bunn","A=1@O=Rameldange, Op der Bunn@X=6229462@Y=49661419@U=82@L=200506006@",32
"Rameldange, Beim Bësch","A=1@O=Rameldange, Beim Bësch@X=6230001@Y=49665842@U=82@L=200506004@",32
"Hostert, Charlys Gare","A=1@O=Hostert, Charlys Gare@X=6231862@Y=49658669@U=82@L=200503001@",32
"Godbrange, Bei der Kiirch","A=1@O=Godbrange, Bei der Kiirch@X=6232662@Y=49734367@U=82@L=180507001@",32
"Hostert, Kierfecht","A=1@O=Hostert, Kierfecht@X=6232671@Y=49655531@U=82@L=200503002@",32
"Hostert, Am Bruch","A=1@O=Hostert, Am Bruch@X=6233938@Y=49657419@U=82@L=200503003@",32
"Rameldange, Beiebierg","A=1@O=Rameldange, Beiebierg@X=6234100@Y=49669573@U=82@L=200506003@",32
"Hostert, Binnewee","A=1@O=Hostert, Binnewee@X=6236240@Y=49654507@U=82@L=200503012@",32
"Rameldange, Bounert","A=1@O=Rameldange, Bounert@X=6238963@Y=49664107@U=82@L=200506005@",32
"Oberanven, Rue Schetzel","A=1@O=Oberanven, Rue Schetzel@X=6239323@Y=49659307@U=82@L=200505005@",32
"Oberanven, rue d'Ernster","A=1@O=Oberanven, rue d'Ernster@X=6239386@Y=49661635@U=82@L=200505004@",32
"Rameldange, Rëtsch","A=1@O=Rameldange, Rëtsch@X=6242181@Y=49665644@U=82@L=200506002@",32
"Gonderange, Op der Breck","A=1@O=Gonderange, Op der Breck@X=6242748@Y=49693565@U=82@L=180508004@",32
"Oberanven, Gemeng","A=1@O=Oberanven, Gemeng@X=6242856@Y=49659010@U=82@L=200505002@",32
"Gonderange, Am Duerf","A=1@O=Gonderange, Am Duerf@X=6243701@Y=49692935@U=82@L=180508001@",32
"Oberanven, Fielsenhaus","A=1@O=Oberanven, Fielsenhaus@X=6243907@Y=49657545@U=82@L=200505001@",32
"Ernster, Engelshaff","A=1@O=Ernster, Engelshaff@X=6243970@Y=49673896@U=82@L=200502002@",32
"Gonderange, Mierchen","A=1@O=Gonderange, Mierchen@X=6246838@Y=49699686@U=82@L=180508003@",32
"Ernster, Naasswiss","A=1@O=Ernster, Naasswiss@X=6247476@Y=49682544@U=82@L=200502003@",32
"Gonderange, Schoul","A=1@O=Gonderange, Schoul@X=6247764@Y=49692926@U=82@L=180508005@",32
"Junglinster, Op de Fréinen","A=1@O=Junglinster, Op de Fréinen@X=6248078@Y=49703579@U=82@L=180511009@",32
"Ernster, Duerfplaz","A=1@O=Ernster, Duerfplaz@X=6248285@Y=49679434@U=82@L=200502001@",32
"Oberanven, Routstrach","A=1@O=Oberanven, Routstrach@X=6248492@Y=49658174@U=82@L=200505003@",32
"Junglinster, Gemeng","A=1@O=Junglinster, Gemeng@X=6249777@Y=49715184@U=82@L=180511001@",32
"Junglinster, Um Lei","A=1@O=Junglinster, Um Lei@X=6249975@Y=49708208@U=82@L=180511005@",32
"Junglinster, Lënster Lycée","A=1@O=Junglinster, Lënster Lycée@X=6250380@Y=49701295@U=82@L=180511008@",32
"Niederanven, Op de Wolleken","A=1@O=Niederanven, Op de Wolleken@X=6250694@Y=49655477@U=82@L=200504005@",32
"Junglinster, Op der Gare","A=1@O=Junglinster, Op der Gare@X=6252375@Y=49711444@U=82@L=180511002@",32
"Gonderange, Op der Gare","A=1@O=Gonderange, Op der Gare@X=6252393@Y=49692621@U=82@L=180508007@",32
"Junglinster, Rue de la Gare","A=1@O=Junglinster, Rue de la Gare@X=6252861@Y=49711678@U=82@L=180511004@",32
"Gonderange, Eeschëlerstr.","A=1@O=Gonderange, Eeschëlerstr.@X=6253355@Y=49692837@U=82@L=180508002@",32
"Junglinster, Um Reiland","A=1@O=Junglinster, Um Reiland@X=6260861@Y=49715220@U=82@L=180511007@",32
Blumenthal/Blummendall,A=1@O=Blumenthal/Blummendall@X=6265868@Y=49743518@U=82@L=180503001@,32
"Junglinster, Um Radio","A=1@O=Junglinster, Um Radio@X=6266470@Y=49720110@U=82@L=180511006@",32
"Junglinster, P+R","A=1@O=Junglinster, P+R@X=6269518@Y=49718636@U=82@L=180511010@",32
"Larochette, Hangelsbour","A=1@O=Larochette, Hangelsbour@X=6204256@Y=49786891@U=82@L=160601004@",32
Schmët,A=1@O=Schmët@X=6204804@Y=49751509@U=82@L=160403001@,32
"Medernach, Op der Gare","A=1@O=Medernach, Op der Gare@X=6213991@Y=49805382@U=82@L=140505003@",32
"Larochette, Boltgesteen","A=1@O=Larochette, Boltgesteen@X=6214315@Y=49785587@U=82@L=160601002@",32
"Medernach, Iermsdrëferstrooss","A=1@O=Medernach, Iermsdrëferstrooss@X=6216490@Y=49814551@U=82@L=140505002@",32
"Medernach, Op der Lann","A=1@O=Medernach, Op der Lann@X=6216814@Y=49809463@U=82@L=140505004@",32
"Medernach, Fondation","A=1@O=Medernach, Fondation@X=6217236@Y=49802118@U=82@L=140505001@",32
"Ermsdorf, Buntewee","A=1@O=Ermsdorf, Buntewee@X=6217578@Y=49830120@U=82@L=140502001@",32
"Larochette, Pompjeesbau","A=1@O=Larochette, Pompjeesbau@X=6218234@Y=49781578@U=82@L=160601007@",32
"Larochette, Millewee","A=1@O=Larochette, Millewee@X=6218657@Y=49781488@U=82@L=160601006@",32
"Ernzen, Manzebach","A=1@O=Ernzen, Manzebach@X=6219187@Y=49776985@U=82@L=160602002@",32
"Larochette, Gare Routière","A=1@O=Larochette, Gare Routière@X=6219304@Y=49783951@U=82@L=160601003@",32
"Larochette, Leedebach","A=1@O=Larochette, Leedebach@X=6219349@Y=49789219@U=82@L=160601005@",32
"Larochette, Spuerkeess","A=1@O=Larochette, Spuerkeess@X=6219726@Y=49784041@U=82@L=160601008@",32
"Larochette, Bleech","A=1@O=Larochette, Bleech@X=6220365@Y=49784293@U=82@L=160601001@",32
"Ernzen, Kapell","A=1@O=Ernzen, Kapell@X=6221147@Y=49772319@U=82@L=160602001@",32
Ermsdorf,A=1@O=Ermsdorf@X=6221776@Y=49828547@U=82@L=140502002@,32
Reisermillen,A=1@O=Reisermillen@X=6224913@Y=49841356@U=82@L=140504003@,32
Neimillen,A=1@O=Neimillen@X=6225057@Y=49838543@U=82@L=140504002@,32
"Heffingen, Soup","A=1@O=Heffingen, Soup@X=6230037@Y=49767222@U=82@L=160501005@",32
"Heffingen, Scherfemillen","A=1@O=Heffingen, Scherfemillen@X=6231736@Y=49782261@U=82@L=160603001@",32
"Medernach, Reineschhaff","A=1@O=Medernach, Reineschhaff@X=6234729@Y=49810973@U=82@L=140505005@",32
"Heffingen, Abri (Centre)","A=1@O=Heffingen, Abri (Centre)@X=6239709@Y=49770297@U=82@L=160501006@",32
"Heffingen, Centre","A=1@O=Heffingen, Centre@X=6239925@Y=49770396@U=82@L=160501002@",32
"Heffingen, Al Gemeng","A=1@O=Heffingen, Al Gemeng@X=6240276@Y=49769425@U=82@L=160501001@",32
"Heffingen, Thommes","A=1@O=Heffingen, Thommes@X=6241498@Y=49763258@U=82@L=160501004@",32
"Heffingen, Rue de Christnach","A=1@O=Heffingen, Rue de Christnach@X=6244635@Y=49770926@U=82@L=160501003@",32
"Freckeisen, Auf der Kinderdell","A=1@O=Freckeisen, Auf der Kinderdell@X=6252573@Y=49799215@U=82@L=170805002@",32
"Savelborn, Halerstrooss","A=1@O=Savelborn, Halerstrooss@X=6253499@Y=49811494@U=82@L=140506001@",32
"Waldbillig, Scheedhaff","A=1@O=Waldbillig, Scheedhaff@X=6256600@Y=49805723@U=82@L=170804004@",32
Freckeisen,A=1@O=Freckeisen@X=6259809@Y=49801570@U=82@L=170805001@,32
Reuland,A=1@O=Reuland@X=6260636@Y=49752183@U=82@L=160502001@,32
"Christnach, Fielserstrooss","A=1@O=Christnach, Fielserstrooss@X=6266461@Y=49788131@U=82@L=170801003@",32
"Christnach, Hierheck","A=1@O=Christnach, Hierheck@X=6269437@Y=49787349@U=82@L=170801001@",32
"Christnach, Um Bierg","A=1@O=Christnach, Um Bierg@X=6271657@Y=49790172@U=82@L=170801004@",32
"Vianden, Gemeng","A=1@O=Vianden, Gemeng@X=6206494@Y=49933316@U=82@L=130301007@",32
"Vianden, Schoul","A=1@O=Vianden, Schoul@X=6206908@Y=49934323@U=82@L=130301015@",32
"Vianden, Bréck","A=1@O=Vianden, Bréck@X=6207186@Y=49933765@U=82@L=130301004@",32
"Vianden, Gare","A=1@O=Vianden, Gare@X=6212652@Y=49933487@U=82@L=130301006@",32
"Bettendorf, Elick","A=1@O=Bettendorf, Elick@X=6212832@Y=49876100@U=82@L=140201001@",32
"Bettendorf, Bei der Gemeng","A=1@O=Bettendorf, Bei der Gemeng@X=6217389@Y=49876082@U=82@L=140201002@",32
"Vianden, Ruoderwee","A=1@O=Vianden, Ruoderwee@X=6220356@Y=49931932@U=82@L=130301012@",32
"Vianden, Camping Moulin","A=1@O=Vianden, Camping Moulin@X=6220365@Y=49927365@U=82@L=130301005@",32
"Bettendorf, Beim Schlass","A=1@O=Bettendorf, Beim Schlass@X=6221434@Y=49876567@U=82@L=140201003@",32
"Bettel, Bei der Bréck","A=1@O=Bettel, Bei der Bréck@X=6224751@Y=49920803@U=82@L=130202001@",32
"Bettel, Bei der Schmëdd","A=1@O=Bettel, Bei der Schmëdd@X=6225731@Y=49917046@U=82@L=130202002@",32
"Moestroff, Keiwelbaach","A=1@O=Moestroff, Keiwelbaach@X=6233372@Y=49849582@U=82@L=140204005@",32
"Moestroff, Kierch","A=1@O=Moestroff, Kierch@X=6238226@Y=49866041@U=82@L=140204004@",32
"Moestroff, Wangerten","A=1@O=Moestroff, Wangerten@X=6238370@Y=49871731@U=82@L=140204003@",32
"Moestroff, Bei der Bréck","A=1@O=Moestroff, Bei der Bréck@X=6239763@Y=49868791@U=82@L=140204002@",32
"Eppeldorf, Hessemillen","A=1@O=Eppeldorf, Hessemillen@X=6240339@Y=49852413@U=82@L=140501006@",32
"Moestroff, An der Gae","A=1@O=Moestroff, An der Gae@X=6243521@Y=49862966@U=82@L=140204001@",32
"Eppeldorf, Gaich","A=1@O=Eppeldorf, Gaich@X=6246424@Y=49846381@U=82@L=140501002@",32
"Eppeldorf, Haaptstrooss","A=1@O=Eppeldorf, Haaptstrooss@X=6247539@Y=49844575@U=82@L=140501003@",32
"Eppeldorf, Faubourg","A=1@O=Eppeldorf, Faubourg@X=6248519@Y=49843595@U=82@L=140501001@",32
"Eppeldorf, Op Baach","A=1@O=Eppeldorf, Op Baach@X=6249571@Y=49846507@U=82@L=140501005@",32
"Körperich, Obersgegen","A=1@O=Körperich, Obersgegen@X=6251512@Y=49932183@U=82@L=500000068@",32
"Eppeldorf, Op de Gruechten","A=1@O=Eppeldorf, Op de Gruechten@X=6258308@Y=49846282@U=82@L=140501007@",32
"Reisdorf, Cité J. Hientgen","A=1@O=Reisdorf, Cité J. Hientgen@X=6260879@Y=49868845@U=82@L=141203004@",32
"Reisdorf, Bei der Gare","A=1@O=Reisdorf, Bei der Gare@X=6263675@Y=49867982@U=82@L=141203002@",32
"Eppeldorf, Hossebierg","A=1@O=Eppeldorf, Hossebierg@X=6264322@Y=49846318@U=82@L=140501004@",32
"Reisdorf, An der Ee","A=1@O=Reisdorf, An der Ee@X=6269589@Y=49870257@U=82@L=141203001@",32
"Beaufort, Halerstrooss","A=1@O=Beaufort, Halerstrooss@X=6270147@Y=49843514@U=82@L=170101008@",32
"Reisdorf, Beim Goberhaff","A=1@O=Reisdorf, Beim Goberhaff@X=6271172@Y=49861303@U=82@L=141203003@",32
"Vianden, Larei","A=1@O=Vianden, Larei@X=6206225@Y=49936858@U=82@L=130301008@",32
"Vianden, Am Bousebierg","A=1@O=Vianden, Am Bousebierg@X=6208211@Y=49939653@U=82@L=130301003@",32
"Vianden, Piscine","A=1@O=Vianden, Piscine@X=6209604@Y=49940247@U=82@L=130301009@",32
"Vianden, Scheierhaff 1","A=1@O=Vianden, Scheierhaff 1@X=6215870@Y=49941694@U=82@L=130301013@",32
"Vianden, Scheierhaff 2","A=1@O=Vianden, Scheierhaff 2@X=6216940@Y=49942233@U=82@L=130301014@",32
"Geichlingen, B50 Abzw. Lahr","A=1@O=Geichlingen, B50 Abzw. Lahr@X=6271145@Y=49953991@U=82@L=500000011@",32
"Schuttrange, Al-Schëtter Mëtt","A=1@O=Schuttrange, Al-Schëtter Mëtt@X=6273437@Y=49621894@U=82@L=200705001@",32
"Munsbach, Bekassin","A=1@O=Munsbach, Bekassin@X=6273464@Y=49643333@U=82@L=200703003@",32
"Munsbach, Aisvull","A=1@O=Munsbach, Aisvull@X=6273832@Y=49640942@U=82@L=200701006@",32
Ersange/Ierséng,A=1@O=Ersange/Ierséng@X=6275846@Y=49576220@U=82@L=210106001@,32
"Uebersyren, Kreizgaass","A=1@O=Uebersyren, Kreizgaass@X=6276026@Y=49631440@U=82@L=200706001@",32
"Lenningen, Hakenhaff","A=1@O=Lenningen, Hakenhaff@X=6280898@Y=49604257@U=82@L=210402003@",32
"Trintange, Trenteng","A=1@O=Trintange, Trenteng@X=6281114@Y=49572363@U=82@L=210108001@",32
Roedt,A=1@O=Roedt@X=6283936@Y=49569577@U=82@L=210107001@,32
"Mensdorf, Uewen am Duerf","A=1@O=Mensdorf, Uewen am Duerf@X=6305897@Y=49653437@U=82@L=180104002@",32
"Canach, Z.A. Rëckschleed","A=1@O=Canach, Z.A. Rëckschleed@X=6305969@Y=49605237@U=82@L=210401007@",32
"Canach, Huehlgaass","A=1@O=Canach, Huehlgaass@X=6315920@Y=49608032@U=82@L=210401002@",32
"Canach, Weber","A=1@O=Canach, Weber@X=6322527@Y=49609003@U=82@L=210401006@",32
"Canach, Post","A=1@O=Canach, Post@X=6324532@Y=49609363@U=82@L=210401004@",32
"Canach, Op der Bréck","A=1@O=Canach, Op der Bréck@X=6326716@Y=49611727@U=82@L=210401003@",32
"Canach, Am Stee","A=1@O=Canach, Am Stee@X=6331894@Y=49612248@U=82@L=210401001@",32
"Beyren, An der Fuert","A=1@O=Beyren, An der Fuert@X=6333548@Y=49632888@U=82@L=180301001@",32
"Beyren, Op der Bréck","A=1@O=Beyren, Op der Bréck@X=6335822@Y=49629930@U=82@L=180301002@",32
"Graulinster, Am Duerf","A=1@O=Graulinster, Am Duerf@X=6287271@Y=49740704@U=82@L=180509001@",32
"Graulinster, Haaptstrooss","A=1@O=Graulinster, Haaptstrooss@X=6287892@Y=49739059@U=82@L=180509002@",32
"Rodenbourg, Am Duerf","A=1@O=Rodenbourg, Am Duerf@X=6288197@Y=49688738@U=82@L=180512001@",32
"Roodt-sur-Syre, Op der Rothoicht","A=1@O=Roodt-sur-Syre, Op der Rothoicht@X=6289707@Y=49660152@U=82@L=180106005@",32
"Rodenbourg, An der Schleed","A=1@O=Rodenbourg, An der Schleed@X=6290669@Y=49686661@U=82@L=180512002@",32
"Roodt-sur-Syre, Z.I. Rothoicht","A=1@O=Roodt-sur-Syre, Z.I. Rothoicht@X=6292584@Y=49657500@U=82@L=180106006@",32
"Roodt-sur-Syre, Campus scolaire","A=1@O=Roodt-sur-Syre, Campus scolaire@X=6298112@Y=49663496@U=82@L=180106002@",32
"Roodt-sur-Syre, Bowengsbierg","A=1@O=Roodt-sur-Syre, Bowengsbierg@X=6301348@Y=49666660@U=82@L=180106007@",32
"Beidweiler, Am Duerf","A=1@O=Beidweiler, Am Duerf@X=6301447@Y=49728200@U=82@L=180502001@",32
"Mensdorf, Ennen am Duerf","A=1@O=Mensdorf, Ennen am Duerf@X=6302175@Y=49654605@U=82@L=180104001@",32
"Beidweiler, Op der Gare","A=1@O=Beidweiler, Op der Gare@X=6302490@Y=49732335@U=82@L=180502002@",32
"Roodt-sur-Syre, Gare routière","A=1@O=Roodt-sur-Syre, Gare routière@X=6302688@Y=49666004@U=82@L=180106003@",32
"Roodt-sur-Syre, Rue d'Olingen","A=1@O=Roodt-sur-Syre, Rue d'Olingen@X=6302895@Y=49670426@U=82@L=180106008@",32
